word,length,q,rho_ratio_lower,rho_ratio_upper,delta_lower_nats,delta_upper_nats,states,reachable
55,2,11,505353413717711437500000000000/500673924837791453546964891691,3842964984267961237755366549/3807379765247650000000000000,0.009302973089328459,0.009302973089329977,44,31
55,2,16,113739199909712718750000000000/112669821890202431803849491911,5865838337853064915614338369/5810687619459750000000000000,0.009446496109334847,0.009446496109335894,64,40
56,2,9,378454221855230522640705586811/374556418530390000000000000000,1541667972268373577553050978275/1525789913044587995480006089537,0.010352677449524521,0.010352677449526643,36,26
56,2,11,18728448636880567247340820163/18535144243606012500000000000,439850694484268264435195023504/435310805821986922074013763879,0.010375066508703568,0.010375066508705965,44,31
56,2,16,278270439167820882109082127193/275406229898753312500000000000,50951415165805868523132866713/50426977442465726824251808090,0.010346236274309841,0.010346236274311429,64,40
57,2,9,1109757501268507541409359655851/1098327805869664500000000000000,399059620175993341455581987340/394949596229882204418619606991,0.010352677449525369,0.010352677449526337,36,26
57,2,11,1095428517255880909532941822799/1084122127226622750000000000000,448437057479013422544204201643/443808545261590679750563724508,0.010375066510068173,0.010375066510071340,44,31
57,2,16,4468835419505658049238343699/4424185378405531250000000000,450710268110235505468818592523/446207029546662115545685976536,0.010041675895215802,0.010041675895220499,64,40
58,2,9,491802950869641652930261474849/486737738057149250000000000000,1995298097621469659200633800371/1974747977962886764340492816232,0.010352677430073062,0.010352677430074417,36,26
58,2,11,22905534573835879747754653351/22669116399672300000000000000,112240413540297801210365976434/111081930486735788267337603865,0.010375078681906042,0.010375078681908131,44,31
58,2,16,1473638987739236124476466077963/1458208412211568250000000000000,980540049134339309095507794411/970272746618622880379287752125,0.010526276372036536,0.010526276372038131,64,40
59,2,9,1235908899635498898522794720143/1223179934502925500000000000000,226815079035077057462302803747/224479048253656297045589440286,0.010352679126002515,0.010352679126006160,36,26
59,2,11,1099501572677285167549320284171/1089213266313623500000000000000,988429343363659624643667246553/979180367140189808860090112838,0.009401299755864023,0.009401299755865526,44,31
59,2,16,8943956317597036990934214999/8856754199750937500000000000,448495661954672629595977188053/444122902274451909124073474030,0.009797678057506705,0.009797678057508708,64,40
60,2,9,42050466963728035260099801367/41617377727363250000000000000,997649050439983353638954968350/987373990574705398674113321683,0.010352677449524211,0.010352677449526451,36,26
60,2,11,11440865475120128134575313639/11333810487023660156250000000,1100791260042386870595209368147/1090490885870797982814499585562,0.009401299651666577,0.009401299651667915,44,31
60,2,16,2098659761741099874414744285133/2078225644787192000000000000000,438849368134963538535257583005/434576403323278378847559454937,0.009784458029155410,0.009784458029156359,64,40
61,2,9,554871026019461420027820508771/549156257877956187500000000000,252306188512767698743841103512/249707618213717688740092953695,0.010352677449524982,0.010352677449526422,36,26
61,2,11,1098173331938201058047187179747/1086838611494624500000000000000,1974769853370528047045713336377/1954387402278899936696277813892,0.010375066508718971,0.010375066508720397,44,31
61,2,16,1089155421688155813964149166691/1078284875746333000000000000000,997384467424859096643619503093/987429860893130608235133849734,0.010030852616569764,0.010030852616571626,64,40
62,2,9,554964544984717784492661302473/549903636927172875000000000000,2222420222289809529992802483020/2202153225935026930097765972899,0.009161171506149730,0.009161171506151051,36,26
62,2,11,499717706925865194450819030123/494559905016120250000000000000,1974443165291788432452799538890/1954064086088703001182865244219,0.010375066508704276,0.010375066508705916,44,31
62,2,16,12508513069761363418824291681/12381055162715012500000000000,1981484991213279642138994524965/1961294267630440663456680606777,0.010241963221312543,0.010241963221315751,64,40
63,2,9,1969479980809907144696753320491/1948957880828180000000000000000,22131526249771620243020308901/21900914413717657743020308901,0.010474729137657396,0.010474729137658869,36,26
63,2,11,379952246857646276900815588557/376030594222059500000000000000,338281686594033971708704089668/334790133961369715672714476269,0.010375070968098425,0.010375070968100633,44,31
63,2,16,304114445619786734212831533417/300925667949845468750000000000,153668989791123667732338866207/152057700849522172294130554638,0.010540812496411518,0.010540812496412908,64,40
64,2,9,1122633654236451616860891466139/1111071504356504750000000000000,556776136215669453461730089477/551041826441317948025224368117,0.010352532964948501,0.010352532964949714,36,26
64,2,11,959276423773100886849587008911/949375318229981750000000000000,550906697807457271543358721356/545220552266686779743222977567,0.010375066482415879,0.010375066482417425,44,31
64,2,16,62352196748579264938440098393/61702554422340281250000000000,996948620327118979374016691909/986561495981497575690462043678,0.010473573300161753,0.010473573300163193,64,40
65,2,9,49180381752477344309686564957/48673859577678550000000000000,1110923833400286527329091310433/1099482125628234027535326979386,0.010352677449750590,0.010352677449752485,36,26
65,2,11,87369944169214135205824307039/86468160253868750000000000000,175519718956122025518165114207/173708102148011750616773542579,0.010375078668684440,0.010375078668686503,44,31
65,2,16,2584088128791576418068784631/2559269677628320000000000000,292821465085751921248576530132/290009109288047873293355818595,0.009650755293936685,0.009650755293938375,64,40
66,2,9,112420245294667575000000000000/111373334390387256385329814817,123167987696245042020541506799/122020988692288937500000000000,0.009356108809519378,0.009356108809520954,36,26
66,2,11,850839743637818437500000000/842961108502295357766284593,122788138621411529205831734297/121651140790266375000000000000,0.009302973188451506,0.009302973188453122,44,31
66,2,16,13281527133851085000000000000/13172218184390463697377338509,154789515219791582176986623957/153515574420237562500000000000,0.008264203822050435,0.008264203822051607,64,40
67,2,9,27743937480453359882721793229/27458195096010225000000000000,453626967790464703363376960261/448954939837853184477251133163,0.010352677449525102,0.010352677449527348,36,26
67,2,11,83394572399999966910415177043/82533821062142125000000000000,448967599606389693169763805573/444333611435522265625895413007,0.010375066508719031,0.010375066508722359,44,31
67,2,16,500123590567186709337811480877/495454944572979250000000000000,450172613860081514275971276411/445970259462007863380598633073,0.009378828593605409,0.009378828593608243,64,40
68,2,9,2222442029846646102299853413771/2199552492795806000000000000000,453630085073151342767136726538/448958025014794712473696928047,0.010352677449525219,0.010352677449527129,36,26
68,2,11,124856254940492665216829157943/123567559700660000000000000000,2199250646541666882724801155928/2176551232397382528780560638949,0.010375066508700756,0.010375066508706037,44,31
68,2,16,1093214339082353349075927640849/1082048575731356750000000000000,124855052253164114226859830995/123579820199580285112703091958,0.010266217791849339,0.010266217791850322,64,40
69,2,9,42050466963728035260099801367/41617377727363250000000000000,997649050439983353638954968350/987373990574705398674113321683,0.010352677449524211,0.010352677449526451,36,26
69,2,11,306126302217770098745203407637/303261803192855437500000000000,987248354873325899367168686803/978010429450400495196388636581,0.009401299754769126,0.009401299754770591,44,31
69,2,16,2433615190600624912267328951369/2408474289340853000000000000000,621955946790460277646092180768/615530718551179935304738770215,0.010384412468245212,0.010384412468246436,64,40
70,2,9,221951460431312733549763725331/219665521761686325000000000000,226815042534083957127609783589/224479012504931792625247036899,0.010352677449522871,0.010352677449524956,36,26
70,2,11,1098458135205881885994200171153/1088179593769625875000000000000,2199253752223650538978873415372/2178674796962111189004220857871,0.009401298628648807,0.009401298628650263,44,31
70,2,16,2073325087655371350843936894089/2051618982991770000000000000000,399601232979510492040988165789/395417718180792947002757026952,0.010524411795498297,0.010524411795499755,64,40
71,2,9,252302821192819257006458844637/249704285579574375000000000000,1995298451929592496214419681034/1974748328621893346082423540849,0.010352677430071750,0.010352677430074519,36,26
71,2,11,20809116312781833705093688823/20594336451330500000000000000,1752918205984342209422310036828/1734825581398181794957453330175,0.010375066508718335,0.010375066508720300,44,31
71,2,16,33748301013331889359800587157/33411168639419218750000000000,2221010209783751696368016447979/2198823183414247256302378628950,0.010039841217281575,0.010039841217282833,64,40
72,2,9,1969479980809907144696753320491/1948957880828180000000000000000,16453741607148377986040617802/16282292628927932743020308901,0.010474729137657396,0.010474729137659823,36,26
72,2,11,250487400466017628901031912977/247901237030058375000000000000,990497424880179135850799642488/980271009424265184033745768809,0.010378192653872907,0.010378192653874835,44,31
72,2,16,4017562100268364005767730883/3975703456552054687500000000,225242869433164318242527134962/222896082803378548188513120787,0.010473573300162087,0.010473573300164132,64,40
73,2,9,130542105183017911982393199941/129197616414551750000000000000,1995298097621469659200633800371/1974747977962886764340492816232,0.010352677430072993,0.010352677430074417,36,26
73,2,11,72071170622523592549779079021/71327293006645400000000000000,2199198367659264586825942384972/2176499493415273087811745874327,0.010375066367464657,0.010375066367466768,44,31
73,2,16,1112920960174949906580066845037/1102086524230850375000000000000,1094950591333898933331566662207/1084291099358927324148784315316,0.009782831370356630,0.009782831370357911,64,40
74,2,9,145421117400476591485172417143/144094973394629250000000000000,166320330292989330065078011301/164803599346264381227133688728,0.009161171506150037,0.009161171506151164,36,26
74,2,11,2196646500867592118810830693259/2173973965262054750000000000000,1102109471715917354579928101788/1090734124690889300253260438889,0.010375066495619225,0.010375066495620617,44,31
74,2,16,35136158802633615409246152773/34770640704814500000000000000,1960661130857702921451512950156/1940264560730482161720133259699,0.010457392739683409,0.010457392739684851,64,40
75,2,9,2472158995697738332963351788387/2449614512374185500000000000000,997908527385928392216442081349/988808250181574657053582294700,0.009161185886026560,0.009161185886027757,36,26
75,2,11,48673396246650786390327438153/48171017139401787500000000000,877598336969545780569490492354/868540266174241792838548226529,0.010375066482415760,0.010375066482417646,44,31
75,2,16,2470561183172946403117316382999/2444696324864389000000000000000,1092071520451008407405387880862/1080638379134102437706684591081,0.010524411795498450,0.010524411795499399,64,40
76,2,9,15448858785518039275880370067/15289746772329234375000000000,1768483018493925530648682383017/1750268929202968147294367470245,0.010352677449525281,0.010352677449526541,36,26
76,2,11,91885560096958584461163385997/90937169615215000000000000000,1724467912014745117719353940328/1706668935199438338227689573099,0.010375066496846405,0.010375066496847849,44,31
